tile,occupied_voxels,total_voxels,voxel_occupancy_ratio,understory_veg_returns,ground_returns,fractional_cover,understory_returns,first_returns,normalized_cover,lad_0.5_3.5m,canopy_first_returns,total_first_returns,canopy_cover_ratio_dbh,NDVI_count,NDVI_mean,NDVI_stdev,NDVI_min,NDVI_max
tile_283300_1550400.las,8509,78400,0.1085,20289,2473,0.8914,20289,138473,0.1465,2.9709,126898,138473,0.9164,100.0,0.694050076007843,0.048756278517019,0.329719603061676,0.750313580036163
tile_283300_1550500.las,7163,78400,0.0914,12373,2217,0.848,12373,116402,0.1063,3.2287,110759,116402,0.9515,100.0,0.686742718219757,0.051408810125196,0.541071474552155,0.758305966854095
tile_283300_1550600.las,15818,78400,0.2018,31190,5655,0.8465,31190,124566,0.2504,2.3748,106064,124566,0.8515,100.0,0.474876041710377,0.057725026725898,0.377362459897995,0.620931029319763
tile_283300_1550700.las,15315,78400,0.1953,37264,5442,0.8726,37264,174703,0.2133,2.5198,153378,174703,0.8779,100.0,0.593634760677815,0.03673106220472,0.49076846241951,0.661911606788635
tile_283300_1550800.las,14872,78400,0.1897,33537,5926,0.8498,33537,148737,0.2255,2.4831,122392,148737,0.8229,100.0,0.501010345816612,0.042804052019834,0.375909268856049,0.633787453174591
tile_283300_1550900.las,14031,78400,0.179,24248,5792,0.8072,24248,90258,0.2687,2.2932,67382,90258,0.7465,100.0,0.528857793211937,0.036356642895134,0.438661754131317,0.600186765193939
tile_283300_1551000.las,17032,78400,0.2172,40581,6919,0.8543,40581,127689,0.3178,2.1673,89974,127689,0.7046,100.0,0.559390578269959,0.032741570607232,0.458741366863251,0.614227056503296
tile_283300_1551100.las,23812,78400,0.3037,66486,9291,0.8774,66486,168764,0.394,1.8179,107739,168764,0.6384,100.0,0.565190831124783,0.045147891401155,0.430271238088608,0.629462361335754
tile_283300_1551200.las,21942,78400,0.2799,54409,6515,0.8931,54409,144923,0.3754,1.8445,110295,144923,0.7611,100.0,0.603524585962296,0.037444211684365,0.500774562358856,0.666061818599701
tile_283300_1551300.las,17701,78400,0.2258,35204,4527,0.8861,35204,100745,0.3494,1.8823,81666,100745,0.8106,100.0,0.630889500379562,0.032704280924639,0.550379693508148,0.701344966888428
tile_283300_1551400.las,17730,78400,0.2261,42727,5140,0.8926,42727,145264,0.2941,2.1328,119989,145264,0.826,100.0,0.660788632035255,0.034058954302123,0.562000751495361,0.723507702350616
tile_283300_1551500.las,23035,78400,0.2938,61344,8027,0.8843,61344,162133,0.3784,1.9169,112515,162133,0.694,100.0,0.668644063472748,0.034651044485377,0.583890080451965,0.722268760204315
tile_283300_1551600.las,22923,78400,0.2924,58149,11002,0.8409,58149,140452,0.414,1.7915,81467,140452,0.58,100.0,0.639207398295403,0.031734438913738,0.552900910377502,0.705630540847778
tile_283300_1551700.las,20571,78400,0.2624,40294,10736,0.7896,40294,90654,0.4445,1.6251,41038,90654,0.4527,100.0,0.548026772141457,0.090556823135743,0.397159188985825,0.701152265071869
tile_283300_1551800.las,23609,78400,0.3011,66877,11013,0.8586,66877,164378,0.4068,1.7953,98572,164378,0.5997,100.0,0.611607686579227,0.05225161911353,0.466403126716614,0.710642158985138
tile_283300_1551900.las,22487,67200,0.3346,64644,11838,0.8452,64644,141129,0.458,1.7311,66188,141129,0.469,100.0,0.562551957368851,0.053945751644006,0.407699525356293,0.67982417345047
tile_283400_1550000.las,2,5130,0.0004,3,15,0.1667,3,20,0.15,0.0,0,20,0.0,100.0,-0.073833675067872,0.01571376543432,-0.098822593688965,-0.021008979529142
tile_283400_1550100.las,4237,40320,0.1051,5324,2797,0.6556,5324,10575,0.5035,0.0015,220,10575,0.0208,100.0,-0.0623684277758,0.009881971074404,-0.090703941881657,-0.038506466895342
tile_283400_1550200.las,12784,78400,0.1631,17085,5954,0.7416,17085,30129,0.5671,0.0142,839,30129,0.0278,100.0,-0.042548170657828,0.012636843992981,-0.065057411789894,-0.013533369638026
tile_283400_1550300.las,4240,78400,0.0541,6137,3181,0.6586,6137,12040,0.5097,0.8006,1435,12040,0.1192,100.0,-0.007872102265246,0.022414413825815,-0.040728397667408,0.091781578958035
tile_283400_1550400.las,6498,78400,0.0829,15296,2124,0.8781,15296,77729,0.1968,2.6589,68275,77729,0.8784,100.0,0.376350280988263,0.290558454332395,0.001530475798063,0.740747809410095
tile_283400_1550500.las,8163,78400,0.1041,13976,2250,0.8613,13976,130560,0.107,3.2051,124644,130560,0.9547,100.0,0.675057970881462,0.036614090700628,0.587358176708221,0.728948891162872
tile_283400_1550600.las,16867,78400,0.2151,30426,7713,0.7978,30426,102204,0.2977,2.145,77073,102204,0.7541,100.0,0.48076400488615,0.070363613893054,0.354372292757034,0.6155104637146
tile_283400_1550700.las,15684,78400,0.2001,35997,6520,0.8466,35997,168062,0.2142,2.5422,145801,168062,0.8675,100.0,0.581994822025299,0.047260988813687,0.479320347309113,0.685296952724457
tile_283400_1550800.las,14960,78400,0.1908,37175,4410,0.894,37175,189042,0.1966,2.6061,171335,189042,0.9063,100.0,0.499399324059486,0.029228470990585,0.417833149433136,0.558555901050568
tile_283400_1550900.las,13562,78400,0.173,29138,5424,0.8431,29138,115494,0.2523,2.4474,90652,115494,0.7849,100.0,0.494572766125202,0.042546173826657,0.363420486450195,0.557646453380585
tile_283400_1551000.las,18752,78400,0.2392,39696,6453,0.8602,39696,98129,0.4045,1.7567,65742,98129,0.67,100.0,0.530757223963737,0.043639935801274,0.396117001771927,0.604243338108063
tile_283400_1551100.las,20521,78400,0.2617,56003,9721,0.8521,56003,162248,0.3452,2.0233,106467,162248,0.6562,100.0,0.541128394305706,0.040351133366023,0.444943577051163,0.615955710411072
tile_283400_1551200.las,18486,78400,0.2358,45035,5649,0.8885,45035,168837,0.2667,2.2637,143048,168837,0.8473,100.0,0.648972797393799,0.034590668738147,0.555788278579712,0.732408046722412
tile_283400_1551300.las,17585,78400,0.2243,36561,4440,0.8917,36561,120492,0.3034,2.057,102492,120492,0.8506,100.0,0.687961898446083,0.048290205404373,0.536925911903381,0.774496734142303
tile_283400_1551400.las,16866,78400,0.2151,36738,3958,0.9027,36738,126216,0.2911,2.108,109902,126216,0.8707,100.0,0.71044813990593,0.035003083960054,0.616424679756165,0.772055327892303
tile_283400_1551500.las,20089,78400,0.2562,52307,6600,0.888,52307,172576,0.3031,2.1033,138458,172576,0.8023,100.0,0.702589461803436,0.031008492545006,0.623835265636444,0.759667098522186
tile_283400_1551600.las,16267,78400,0.2075,40918,6645,0.8603,40918,171773,0.2382,2.4877,139810,171773,0.8139,100.0,0.639395173788071,0.031097975210143,0.556567370891571,0.696673393249512
tile_283400_1551700.las,15420,78400,0.1967,29730,6848,0.8128,29730,107463,0.2767,2.2128,82324,107463,0.7661,100.0,0.659972993135452,0.029248574143597,0.577782988548279,0.711785614490509
tile_283400_1551800.las,15962,78400,0.2036,38213,6327,0.8579,38213,124080,0.308,2.1364,92760,124080,0.7476,100.0,0.621345919966698,0.034578706354165,0.51859575510025,0.698072075843811
tile_283400_1551900.las,17856,67200,0.2657,47006,8917,0.8405,47006,130666,0.3597,2.0696,80332,130666,0.6148,100.0,0.568443929255009,0.091831192517909,0.297800958156586,0.664618611335754
tile_283500_1550100.las,1501,29400,0.0511,1820,1411,0.5633,1820,4052,0.4492,0.0029,71,4052,0.0175,100.0,-0.080283946767449,0.005840049467153,-0.094182960689068,-0.063073299825191
tile_283500_1550200.las,11257,58800,0.1914,14900,5343,0.7361,14900,26416,0.5641,0.0023,738,26416,0.0279,100.0,-0.064482476748526,0.007382461186023,-0.077987186610699,-0.04429566860199
tile_283500_1550300.las,7735,58800,0.1315,9652,4678,0.6736,9652,18809,0.5132,0.002,427,18809,0.0227,100.0,-0.042974271299317,0.011176900583997,-0.067931920289993,-0.012425000779331
tile_283500_1550400.las,6585,78400,0.084,12740,2872,0.816,12740,59592,0.2138,2.49,50947,59592,0.8549,100.0,0.172517503972631,0.245867206752936,-0.042756479233503,0.710494101047516
tile_283500_1550500.las,14997,78400,0.1913,32065,10985,0.7448,32065,146234,0.2193,2.5154,110990,146234,0.759,100.0,0.522277486771345,0.132257461491561,0.23851977288723,0.716913819313049
tile_283500_1550600.las,18178,78400,0.2319,36359,18714,0.6602,36359,119401,0.3045,2.0757,60149,119401,0.5038,100.0,0.404835750311613,0.152614221106111,0.197204574942589,0.707407534122467
tile_283500_1550700.las,15061,78400,0.1921,34444,6479,0.8417,34444,156788,0.2197,2.4952,133602,156788,0.8521,100.0,0.665543743669987,0.068061856360102,0.380803197622299,0.758740782737732
tile_283500_1550800.las,13876,78400,0.177,37289,4383,0.8948,37289,194439,0.1918,2.6765,174219,194439,0.896,100.0,0.60055286437273,0.091003699890191,0.354384124279022,0.733785212039948
tile_283500_1550900.las,9278,78400,0.1183,21196,3670,0.8524,21196,144556,0.1466,3.044,129452,144556,0.8955,100.0,0.573445573449135,0.087315600211588,0.359779566526413,0.729287147521973
tile_283500_1551000.las,10660,78400,0.136,18241,2525,0.8784,18241,91538,0.1993,2.5517,84369,91538,0.9217,100.0,0.61610161036253,0.066937785720992,0.436396479606628,0.739360570907593
tile_283500_1551100.las,11679,78400,0.149,23800,2880,0.8921,23800,141960,0.1677,2.7034,133907,141960,0.9433,100.0,0.597152354717255,0.019012788207836,0.537521541118622,0.625981628894806
tile_283500_1551200.las,12125,78400,0.1547,27042,2842,0.9049,27042,182165,0.1484,2.8428,173270,182165,0.9512,100.0,0.649401710033417,0.057775234793439,0.551505565643311,0.76280015707016
tile_283500_1551300.las,12612,78400,0.1609,24517,3025,0.8902,24517,141325,0.1735,2.6899,132398,141325,0.9368,100.0,0.670677623152733,0.047698547887605,0.565146923065186,0.770044803619385
tile_283500_1551400.las,16431,78400,0.2096,33175,3798,0.8973,33175,111040,0.2988,2.0642,96551,111040,0.8695,100.0,0.699128728508949,0.050307671490081,0.567689061164856,0.76999169588089
tile_283500_1551500.las,16336,78400,0.2084,39636,4510,0.8978,39636,148946,0.2661,2.2089,129172,148946,0.8672,100.0,0.642116958498955,0.066547919582604,0.500329256057739,0.735921919345856
tile_283500_1551600.las,13003,78400,0.1659,30522,3518,0.8967,30522,179517,0.17,2.7056,167076,179517,0.9307,100.0,0.583799839615822,0.059130527633057,0.466751545667648,0.679204881191254
tile_283500_1551700.las,16225,78400,0.207,32268,6842,0.8251,32268,124917,0.2583,2.2419,101682,124917,0.814,100.0,0.624158434569836,0.055304283995165,0.495053678750992,0.731083333492279
tile_283500_1551800.las,15048,78400,0.1919,27771,7412,0.7893,27771,92054,0.3017,2.067,66645,92054,0.724,100.0,0.555427733361721,0.077890217467082,0.430050909519196,0.710882782936096
tile_283500_1551900.las,18780,67200,0.2795,53452,11198,0.8268,53452,127683,0.4186,1.7703,64520,127683,0.5053,100.0,0.534012915790081,0.060172726063157,0.394790053367615,0.658949851989746
tile_283600_1550000.las,212,3000,0.0707,245,228,0.518,245,630,0.3889,0.0,10,630,0.0159,100.0,-0.092602654621005,0.004977801263665,-0.10248889029026,-0.079085893929005
tile_283600_1550100.las,180,8910,0.0202,199,481,0.2926,199,823,0.2418,0.0,7,823,0.0085,100.0,-0.08051274292171,0.006307409113838,-0.0990379601717,-0.066825404763222
tile_283600_1550200.las,7926,56700,0.1398,10282,4507,0.6952,10282,19130,0.5375,0.0039,538,19130,0.0281,100.0,-0.072933912947774,0.005965992308045,-0.089119181036949,-0.061536058783531
tile_283600_1550300.las,11161,78400,0.1424,14495,5889,0.7111,14495,27151,0.5339,0.1994,812,27151,0.0299,100.0,-0.054865087717772,0.008252391587129,-0.070854045450687,-0.031607512384653
tile_283600_1550400.las,14026,78400,0.1789,27039,7050,0.7932,27039,85336,0.3169,2.0136,62196,85336,0.7288,100.0,0.209453802428907,0.193015518659724,-0.051405720412731,0.481074392795563
tile_283600_1550500.las,23873,78400,0.3045,66172,25556,0.7214,66172,160381,0.4126,1.534,66888,160381,0.4171,100.0,0.244403807595372,0.094958029456525,0.113825149834156,0.500307142734528
tile_283600_1550600.las,18794,78400,0.2397,41533,29227,0.587,41533,127407,0.326,1.5767,32356,127407,0.254,100.0,0.313026144504547,0.114789965600308,0.109040275216103,0.581841468811035
tile_283600_1550700.las,22507,78400,0.2871,55115,16859,0.7658,55115,127837,0.4311,1.468,52575,127837,0.4113,100.0,0.455734879076481,0.09337106423005,0.28907573223114,0.603573381900787
tile_283600_1550800.las,19926,78400,0.2542,64438,15297,0.8082,64438,185156,0.348,2.0921,100245,185156,0.5414,100.0,0.496852647960186,0.162062430341848,0.220252498984337,0.734332859516144
tile_283600_1550900.las,17528,78400,0.2236,53609,10318,0.8386,53609,175346,0.3057,2.1917,117286,175346,0.6689,100.0,0.562312083095312,0.185143624632232,0.19695733487606,0.759742498397827
tile_283600_1551000.las,15103,78400,0.1926,28352,4863,0.8536,28352,96087,0.2951,2.0606,80373,96087,0.8365,100.0,0.635904304981232,0.08696114300244,0.418238312005997,0.757888317108154
tile_283600_1551100.las,16212,78400,0.2068,30869,7720,0.7999,30869,111070,0.2779,2.1357,83413,111070,0.751,100.0,0.566818226575851,0.099102753394824,0.264238566160202,0.71045857667923
tile_283600_1551200.las,17621,78400,0.2248,40129,5778,0.8741,40129,174425,0.2301,2.42,151668,174425,0.8695,100.0,0.652611927986145,0.079164761646523,0.382929503917694,0.761151969432831
tile_283600_1551300.las,15194,78400,0.1938,31534,4420,0.8771,31534,158257,0.1993,2.5811,143646,158257,0.9077,100.0,0.67983834862709,0.056150524057695,0.534170269966125,0.749082982540131
tile_283600_1551400.las,13615,78400,0.1737,25229,3413,0.8808,25229,108762,0.232,2.347,99006,108762,0.9103,100.0,0.589495718479156,0.032434502812576,0.521905183792114,0.663126230239868
tile_283600_1551500.las,18641,78400,0.2378,36244,5755,0.863,36244,102427,0.3539,1.8338,81923,102427,0.7998,100.0,0.600614368319511,0.030194708043364,0.485814154148102,0.645447731018066
tile_283600_1551600.las,21909,78400,0.2795,57566,6390,0.9001,57566,169005,0.3406,1.9254,137285,169005,0.8123,100.0,0.623428033590317,0.024201850277064,0.541437804698944,0.671343863010406
tile_283600_1551700.las,26614,78400,0.3395,70344,9057,0.8859,70344,165544,0.4249,1.6387,120559,165544,0.7283,100.0,0.613418464064598,0.04377838156332,0.527759730815887,0.694000124931335
tile_283600_1551800.las,19411,78400,0.2476,35975,10121,0.7804,35975,93786,0.3836,1.7114,57176,93786,0.6096,100.0,0.612906019687653,0.036447898257697,0.519500911235809,0.686842083930969
tile_283600_1551900.las,18792,67200,0.2796,51820,11960,0.8125,51820,109958,0.4713,1.394,51818,109958,0.4713,100.0,0.540572065711021,0.0667930099998,0.340492755174637,0.629509091377258
tile_283700_1550000.las,2678,23769,0.1127,3896,1440,0.7301,3896,6761,0.5762,0.0048,276,6761,0.0408,100.0,-0.094091335535049,0.005274622606132,-0.10774140059948,-0.078097619116306
tile_283700_1550100.las,5,2666,0.0019,5,39,0.1136,5,53,0.0943,0.0,0,53,0.0,100.0,-0.087530041113496,0.005339205940951,-0.100187957286835,-0.074617274105549
tile_283700_1550200.las,3720,75600,0.0492,4611,2615,0.6381,4611,9345,0.4934,0.0203,250,9345,0.0268,100.0,-0.081021246165037,0.006050714865927,-0.094057127833366,-0.06665200740099
tile_283700_1550300.las,14275,78400,0.1821,20845,6933,0.7504,20845,36823,0.5661,0.2194,1637,36823,0.0445,100.0,-0.059094659332186,0.00929895536944,-0.078426577150822,-0.02555581741035
tile_283700_1550400.las,22949,78400,0.2927,53795,14616,0.7864,53795,106205,0.5065,1.339,34419,106205,0.3241,100.0,0.132881010319106,0.097457676793214,-0.057648699730635,0.286875516176224
tile_283700_1550500.las,27137,78400,0.3461,78032,26779,0.7445,78032,167099,0.467,1.3465,55394,167099,0.3315,100.0,0.188706079535186,0.094349239732428,0.046562824398279,0.372305691242218
tile_283700_1550600.las,25807,78400,0.3292,69442,26216,0.7259,69442,149913,0.4632,1.1086,48425,149913,0.323,100.0,0.310667250305414,0.072855275051984,0.122373387217522,0.491140633821487
tile_283700_1550700.las,23227,78400,0.2963,49897,15655,0.7612,49897,126400,0.3948,1.6256,61142,126400,0.4837,100.0,0.453613843023777,0.121129738247909,0.279488414525986,0.694911360740662
tile_283700_1550800.las,23947,78400,0.3054,75607,19682,0.7934,75607,162493,0.4653,1.3366,49856,162493,0.3068,100.0,0.392949916124344,0.134742752928817,0.193124607205391,0.68660831451416
tile_283700_1550900.las,26823,78400,0.3421,91031,19398,0.8243,91031,186270,0.4887,1.2311,66986,186270,0.3596,100.0,0.330116872638464,0.11683028176872,0.156117096543312,0.611537337303162
tile_283700_1551000.las,19083,78400,0.2434,45491,8131,0.8484,45491,120502,0.3775,1.7745,83711,120502,0.6947,100.0,0.579707467854023,0.089535272350144,0.285757124423981,0.716688871383667
tile_283700_1551100.las,17675,78400,0.2254,32507,10211,0.761,32507,90265,0.3601,1.752,51022,90265,0.5652,100.0,0.460397350788116,0.116691981300489,0.264001160860062,0.670528888702393
tile_283700_1551200.las,22637,78400,0.2887,57235,10064,0.8505,57235,149599,0.3826,1.7732,98221,149599,0.6566,100.0,0.465598711967468,0.098975049625525,0.280958861112595,0.645050883293152
tile_283700_1551300.las,22389,78400,0.2856,59330,11641,0.836,59330,171330,0.3463,1.9273,118238,171330,0.6901,100.0,0.514825237691402,0.106719511910047,0.22628128528595,0.677269876003265
tile_283700_1551400.las,19083,78400,0.2434,40982,6367,0.8655,40982,124748,0.3285,1.9447,101032,124748,0.8099,100.0,0.53229414910078,0.059831272923398,0.407349139451981,0.624362468719482
tile_283700_1551500.las,21393,78400,0.2729,46182,9469,0.8299,46182,112918,0.409,1.6313,75174,112918,0.6657,100.0,0.61824586212635,0.020779635593572,0.565497517585754,0.663929224014282
tile_283700_1551600.las,24246,78400,0.3093,65820,9781,0.8706,65820,167638,0.3926,1.7919,116385,167638,0.6943,100.0,0.603452385663986,0.039312664838811,0.400913029909134,0.660273790359497
tile_283700_1551700.las,26977,78400,0.3441,75417,8916,0.8943,75417,168858,0.4466,1.5942,114923,168858,0.6806,100.0,0.588884873986244,0.045891066251906,0.435923427343369,0.662089049816132
tile_283700_1551800.las,19082,78400,0.2434,45927,9848,0.8234,45927,117199,0.3919,1.7158,76126,117199,0.6495,100.0,0.546305052340031,0.054903536183509,0.437982141971588,0.661795496940613
tile_283700_1551900.las,15184,67200,0.226,29961,9355,0.7621,29961,80923,0.3702,1.833,43009,80923,0.5315,100.0,0.567100647091866,0.044863936496005,0.414610058069229,0.644487798213959
tile_283800_1550000.las,7938,47040,0.1688,13379,4063,0.7671,13379,23234,0.5758,0.0024,662,23234,0.0285,100.0,-0.094777579382062,0.008372773688798,-0.119994334876537,-0.082081340253353
tile_283800_1550100.las,66,18648,0.0035,71,243,0.2261,71,386,0.1839,0.0,1,386,0.0026,100.0,-0.088922370672226,0.005334243645019,-0.098211564123631,-0.075200699269772
tile_283800_1550200.las,1037,54600,0.019,1180,1306,0.4747,1180,3153,0.3742,0.0035,46,3153,0.0146,100.0,-0.081055277884007,0.005655873790715,-0.091621585190296,-0.068504601716995
tile_283800_1550300.las,13326,78400,0.17,20470,7339,0.7361,20470,36917,0.5545,0.0922,1589,36917,0.043,100.0,-0.045526460184483,0.032612228122279,-0.0746094211936,0.070188589394093
tile_283800_1550400.las,25174,78400,0.3211,63725,18419,0.7758,63725,113331,0.5623,0.7152,18560,113331,0.1638,100.0,0.106683280579746,0.032309233030117,0.038519270718098,0.197706267237663
tile_283800_1550500.las,29827,78400,0.3804,90644,29109,0.7569,90644,178684,0.5073,1.0798,46034,178684,0.2576,100.0,0.161073264405131,0.042786720796356,0.073045112192631,0.274712353944778
tile_283800_1550600.las,29907,78400,0.3815,85015,23156,0.7859,85015,171541,0.4956,1.2207,68263,171541,0.3979,100.0,0.312112783268094,0.086154340772304,0.119207501411438,0.496306210756302
tile_283800_1550700.las,24219,78400,0.3089,48945,12194,0.8006,48945,123235,0.3972,1.6347,75167,123235,0.6099,100.0,0.549073668122292,0.097245715347521,0.262798696756363,0.710116982460022
tile_283800_1550800.las,20032,78400,0.2555,56214,23827,0.7023,56214,138945,0.4046,1.2806,22335,138945,0.1607,100.0,0.360041834712028,0.127735758247951,0.198762491345406,0.670547485351562
tile_283800_1550900.las,24745,78400,0.3156,95552,26314,0.7841,95552,195441,0.4889,0.767,19360,195441,0.0991,100.0,0.287645476311445,0.054398249990758,0.226793676614761,0.497681736946106
tile_283800_1551000.las,25484,78400,0.3251,73974,12866,0.8518,73974,149381,0.4952,1.3248,65401,149381,0.4378,100.0,0.530389017164707,0.08244424610235,0.280026614665985,0.637391030788422
tile_283800_1551100.las,21380,78400,0.2727,39340,7500,0.8399,39340,88880,0.4426,1.5066,54045,88880,0.6081,100.0,0.522627502977848,0.079260116091099,0.333005666732788,0.692701756954193
tile_283800_1551200.las,22217,78400,0.2834,60488,11430,0.8411,60488,129680,0.4664,1.4349,67954,129680,0.524,100.0,0.489341108798981,0.114040673353147,0.258008062839508,0.688106417655945
tile_283800_1551300.las,30559,78400,0.3898,102720,16964,0.8583,102720,184949,0.5554,1.092,82090,184949,0.4439,100.0,0.453733484745026,0.073110603341478,0.269231855869293,0.603379964828491
tile_283800_1551400.las,26129,78400,0.3333,70171,11743,0.8566,70171,149620,0.469,1.4342,90655,149620,0.6059,100.0,0.470017168819904,0.047453125834175,0.307919412851334,0.566734731197357
tile_283800_1551500.las,23720,78400,0.3026,52028,11527,0.8186,52028,116495,0.4466,1.4916,67609,116495,0.5804,100.0,0.552764191031456,0.052239442320084,0.399341553449631,0.625264465808868
tile_283800_1551600.las,26685,78400,0.3404,69333,13160,0.8405,69333,160120,0.433,1.6022,97234,160120,0.6073,100.0,0.588568423986435,0.039366559207667,0.486722141504288,0.658785402774811
tile_283800_1551700.las,27043,78400,0.3449,70119,9128,0.8848,70119,161268,0.4348,1.5804,114301,161268,0.7088,100.0,0.602839249968529,0.029311267206578,0.544996380805969,0.655891120433807
tile_283800_1551800.las,26609,78400,0.3394,72773,10446,0.8745,72773,142478,0.5108,1.3219,84212,142478,0.5911,100.0,0.514120754003525,0.068859070088392,0.339905291795731,0.61661434173584
tile_283800_1551900.las,18204,67200,0.2709,34903,9672,0.783,34903,72460,0.4817,1.3074,28513,72460,0.3935,100.0,0.475873403847218,0.086566786530948,0.286295145750046,0.633980512619019
tile_283900_1550000.las,12362,43200,0.2862,22352,5556,0.8009,22352,37128,0.602,0.0046,1085,37128,0.0292,100.0,-0.101851261109114,0.008958737873398,-0.123991563916206,-0.084420152008533
tile_283900_1550100.las,1563,49623,0.0315,2119,1272,0.6249,2119,4451,0.4761,0.0018,82,4451,0.0184,100.0,-0.087382652312517,0.007735166216855,-0.101945795118809,-0.06518892198801
tile_283900_1550200.las,75,45666,0.0016,79,417,0.1593,79,587,0.1346,0.0445,5,587,0.0085,100.0,-0.074520438238978,0.008732600492789,-0.093174509704113,-0.050186928361654
tile_283900_1550300.las,8755,63360,0.1382,16086,5382,0.7493,16086,28152,0.5714,0.0908,1843,28152,0.0655,100.0,-0.030092492034892,0.024612267968247,-0.082728043198586,0.027869505807757
tile_283900_1550400.las,18359,67200,0.2732,37778,15753,0.7057,37778,75312,0.5016,0.7621,7764,75312,0.1031,100.0,0.031091612108576,0.034894206420706,-0.006653489544988,0.188648357987404
tile_283900_1550500.las,22722,67200,0.3381,63684,19582,0.7648,63684,136807,0.4655,1.4312,50687,136807,0.3705,100.0,0.217598791718483,0.08854943564707,0.042632810771465,0.393168330192566
tile_283900_1550600.las,25702,67200,0.3825,86215,17531,0.831,86215,168346,0.5121,1.2137,80075,168346,0.4757,100.0,0.325679355710745,0.134654064642928,0.130219787359238,0.602358281612396
tile_283900_1550700.las,19338,67200,0.2878,45091,23106,0.6612,45091,113985,0.3956,1.1806,25320,113985,0.2221,100.0,0.268361345380545,0.095735268811165,0.103175915777683,0.515068292617798
tile_283900_1550800.las,16048,67200,0.2388,37333,26525,0.5846,37333,108312,0.3447,0.7336,6376,108312,0.0589,100.0,0.23352791942656,0.070973521427731,0.119970224797726,0.46474888920784
tile_283900_1550900.las,19830,67200,0.2951,72458,24710,0.7457,72458,155647,0.4655,0.5071,13453,155647,0.0864,100.0,0.230085568577051,0.081742283918135,0.081701137125492,0.541671335697174
tile_283900_1551000.las,23701,67200,0.3527,82782,17254,0.8275,82782,150273,0.5509,0.7908,34909,150273,0.2323,100.0,0.34916650056839,0.105538185069721,0.101738408207893,0.589671969413757
tile_283900_1551100.las,20869,67200,0.3106,44842,9115,0.8311,44842,87226,0.5141,1.1875,42166,87226,0.4834,100.0,0.557638731300831,0.087892548158736,0.33458885550499,0.703812599182129
tile_283900_1551200.las,21644,67200,0.3221,51694,10012,0.8377,51694,94186,0.5489,1.0365,43900,94186,0.4661,100.0,0.561654578447342,0.098765748106216,0.2728351354599,0.715788066387177
tile_283900_1551300.las,27509,67200,0.4094,91070,14395,0.8635,91070,150351,0.6057,0.8291,55908,150351,0.3718,100.0,0.469668185412884,0.09513539870019,0.294153988361359,0.644191205501556
tile_283900_1551400.las,25785,67200,0.3837,81376,14546,0.8484,81376,147231,0.5527,1.0378,59712,147231,0.4056,100.0,0.39876168012619,0.098329243242589,0.122500583529472,0.552471220493317
tile_283900_1551500.las,23790,67200,0.354,62178,12090,0.8372,62178,118488,0.5248,1.1843,55479,118488,0.4682,100.0,0.460544285178185,0.046995588955939,0.272416800260544,0.544680416584015
tile_283900_1551600.las,25052,67200,0.3728,69823,10105,0.8736,69823,145122,0.4811,1.4228,88650,145122,0.6109,100.0,0.492661983966827,0.093047301052864,0.221320524811745,0.608373820781708
tile_283900_1551700.las,22715,67200,0.338,60888,11229,0.8443,60888,137089,0.4441,1.5211,78857,137089,0.5752,100.0,0.484764867424965,0.103875555114393,0.249092876911163,0.62895655632019
tile_283900_1551800.las,24452,67200,0.3639,70112,10794,0.8666,70112,132301,0.5299,1.2246,69756,132301,0.5273,100.0,0.524541781246662,0.063103752721264,0.330132454633713,0.629977524280548
tile_283900_1551900.las,16849,57600,0.2925,40346,10626,0.7915,40346,75750,0.5326,0.9956,26997,75750,0.3564,100.0,0.526803728938103,0.05788244678752,0.397781550884247,0.645826637744904
